"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","last.tweet","community","count.numbers","number"
"#yyckidcount @nenshi New Brighton - 34",FALSE,0,NA,2014-11-01 02:18:24,FALSE,NA,"528370441459875840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThePAB",0,FALSE,FALSE,NA,NA,"528370441459875840","NEW BRIGHTON",1,34
"Make that 60 in Mount Pleasant. I hope that's it. I'm robbing my daughter's stash. Last year was only 37.  #yyckidcount @nenshi",FALSE,1,"weesmash",2014-11-01 02:18:49,FALSE,"528366821804490752","528370547122372609","1148848530","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","weesmash",0,FALSE,FALSE,NA,NA,"528370547122372609","MOUNT PLEASANT",2,NA
"@nenshi #yyckidcount Mount Pleasant: 45. Lots of little kids. :)",FALSE,0,"nenshi",2014-11-01 02:19:12,FALSE,"528332800282619905","528370644476362752","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AngieTax",0,FALSE,FALSE,NA,NA,"528370644476362752","MOUNT PLEASANT",1,45
"@mimsypeppercorn @nenshi @SSCACalgary It was a banner year for us in Silver Springs!  90 kids #yyckidcount",FALSE,1,"mimsypeppercorn",2014-11-01 02:19:45,FALSE,"528370301860839424","528370778958757889","2332643089","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","karenlynnrogers",0,FALSE,FALSE,NA,NA,"528370778958757889","SILVER SPRINGS",1,90
"Final count in Glenbrook 184. #yyckidcount",FALSE,1,NA,2014-11-01 02:20:16,FALSE,NA,"528370911825907712",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Puckstar_",0,FALSE,FALSE,NA,NA,"528370911825907712","GLENBROOK",1,184
"Somerset- 1 kid dressed like a pizza delivery person-no wait 0. #yyckidcount",FALSE,4,NA,2014-11-01 02:20:49,FALSE,NA,"528371048765730816",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>","RichardT3k",0,FALSE,FALSE,NA,NA,"528371048765730816","SOMERSET",2,NA
"@nenshi #Haysboro 
0 kids.
6 years and counting. :(
#yyckidcount",FALSE,0,"nenshi",2014-11-01 02:21:25,FALSE,"527861315331575808","528371199546384384","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GothSkunk",0,FALSE,FALSE,NA,NA,"528371199546384384","HAYSBORO",2,NA
"West Hillhurst had some running around, @nenshi. But only 1 kid at our house. #yyckidcount More candy for us :) #HappyHalloween",FALSE,0,"nenshi",2014-11-01 02:21:26,FALSE,"528332800282619905","528371205372661760","33798654","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DHCollectiv",0,FALSE,FALSE,NA,NA,"528371205372661760","WEST HILLHURST",1,1
"@nenshi Hidden Valley 83 #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:21:52,FALSE,"527861315331575808","528371314306740224","33798654","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nmckerrall",0,FALSE,FALSE,NA,NA,"528371314306740224","HIDDEN VALLEY",1,83
"Auburn Bay northsiders have seen a great turnout--95 kids! That's 70 more than last year. #yyckidcount",FALSE,0,NA,2014-11-01 02:21:59,FALSE,NA,"528371344124432384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeeDeeGoddard",0,FALSE,FALSE,NA,NA,"528371344124432384","AUBURN BAY",2,NA
"57 Queensland - best was firefighter w/ dad as burning house #yyckidcount",FALSE,2,NA,2014-11-01 02:23:13,FALSE,NA,"528371651550146560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Snype451",0,FALSE,FALSE,NA,NA,"528371651550146560","QUEENSLAND",1,57
"19 kids in Woodbine
#yyckidcount

LOADS of treats leftover.",FALSE,0,NA,2014-11-01 02:23:20,FALSE,NA,"528371681304145920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LMKT1",0,FALSE,FALSE,NA,NA,"528371681304145920","WOODBINE",1,19
"Greenview. 11. And one didn't even take any candy. He just wanted a pine cone. #yyckidcount",FALSE,2,NA,2014-11-01 02:23:23,FALSE,NA,"528371697393487872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kxtash",0,FALSE,FALSE,NA,NA,"528371697393487872","GREENVIEW",1,11
"20 kids in Haysboro @nenshi #yyckidcount",FALSE,0,NA,2014-11-01 02:23:24,FALSE,NA,"528371700950663168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CgyChris",0,FALSE,FALSE,NA,NA,"528371700950663168","HAYSBORO",1,20
"@nenshi About 50 kids so far in Thorncliffe. Might have to dig into my daughter's haul for a few kids soon. #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:23:31,FALSE,"527861315331575808","528371727089561600","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bam_74",0,FALSE,FALSE,NA,NA,"528371727089561600","THORNCLIFFE",1,50
"84 here in Cranston! #yyckidcount",FALSE,0,NA,2014-11-01 02:23:54,FALSE,NA,"528371823256551424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","courtib",0,FALSE,FALSE,NA,NA,"528371823256551424","CRANSTON",1,84
"@nenshi 0 - mckenzie towne :'( #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:23:56,FALSE,"527861315331575808","528371833348038657","33798654","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","smsiwiec",0,FALSE,FALSE,NA,NA,"528371833348038657","MCKENZIE TOWNE",1,0
"Up to 53 in @Kingsland_YYC #newrecord  #yyckidcount",FALSE,1,NA,2014-11-01 02:24:04,FALSE,NA,"528371865996500992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fruinjuice",0,FALSE,FALSE,NA,NA,"528371865996500992","KINGSLAND",1,53
"@LynnR18 Haysboro- 10. #yyckidcount",FALSE,1,"LynnR18",2014-11-01 02:24:20,FALSE,"528370146121756672","528371934334296064","1611256951","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RonRRead",0,FALSE,FALSE,NA,NA,"528371934334296064","HAYSBORO",2,NA
"@nenshi #yyckidcount 75 in Royal Oak.",FALSE,0,"nenshi",2014-11-01 02:24:37,FALSE,"527861315331575808","528372004370776064","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Johewl",0,FALSE,FALSE,NA,NA,"528372004370776064","ROYAL OAK",1,75
"#yyckidcount Silverado 42 kids from 6-8pm.",FALSE,0,NA,2014-11-01 02:24:38,FALSE,NA,"528372009328455680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lisadaveyp",0,FALSE,FALSE,NA,NA,"528372009328455680","SILVERADO",3,NA
"Only 8 in Scarboro  #yyckidcount @nenshi",FALSE,0,NA,2014-11-01 02:24:56,FALSE,NA,"528372087409229825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ErinCouillard",0,FALSE,FALSE,NA,NA,"528372087409229825","SCARBORO",1,8
"I think the official count in my part of Thorncliffe is 41. Turning the lights out now. #yyckidcount",FALSE,0,NA,2014-11-01 02:25:08,FALSE,NA,"528372133635043330",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeslieBedard",0,FALSE,FALSE,NA,NA,"528372133635043330","THORNCLIFFE",1,41
"Ran out of supplies at 66 kids in Coventry Hills! @nenshi #yyckidcount",FALSE,0,NA,2014-11-01 02:25:37,FALSE,NA,"528372259241877504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CubReporterK",0,FALSE,FALSE,NA,NA,"528372259241877504","COVENTRY HILLS",1,66
"@nenshi I'm calling it at 60 in Coventry hills. And I don't have a sidewalk on my side of the street! #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:26:15,FALSE,"528332800282619905","528372414699560960","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jedithrowstacos",0,FALSE,FALSE,"-114.05438857","51.16534165","528372414699560960","COVENTRY HILLS",1,60
"#yyckidcount 30 so far in Cedarbrae",FALSE,0,NA,2014-11-01 02:26:25,FALSE,NA,"528372458924294144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Arenmay79",0,FALSE,FALSE,NA,NA,"528372458924294144","CEDARBRAE",1,30
"In Ogden I had 29 kids #yyckidcount @nenshi",FALSE,0,NA,2014-11-01 02:26:59,FALSE,NA,"528372599894454272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","5gatos",0,FALSE,FALSE,NA,NA,"528372599894454272","OGDEN",1,29
"53 kids in Huntington Hills  @nenshi #yyckidcount",FALSE,0,NA,2014-11-01 02:27:03,FALSE,NA,"528372617057533952",NA,"<a href=""http://www.cloudhopper.com/"" rel=""nofollow"">Cloudhopper</a>","LaurieLeier",0,FALSE,FALSE,NA,NA,"528372617057533952","HUNTINGTON HILLS",1,53
"My Cranston count is 67. When 4 older trick or treaters came for a second time it was time to shut it down. #yyckidcount",FALSE,0,NA,2014-11-01 02:28:27,FALSE,NA,"528372971430506496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mname98",0,FALSE,FALSE,NA,NA,"528372971430506496","CRANSTON",2,NA
"17 kids in North Haven/2 Elsa's @nenshi #yyckidcount",FALSE,1,NA,2014-11-01 02:28:36,FALSE,NA,"528373007883206657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","corymack",0,FALSE,FALSE,NA,NA,"528373007883206657","NORTH HAVEN",2,NA
"17 kids. Lakeview. I want more kids!!!! #yyckidcount",FALSE,2,NA,2014-11-01 02:29:10,FALSE,NA,"528373150086873088",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","ReaFaceToFace",0,FALSE,FALSE,NA,NA,"528373150086873088","LAKEVIEW",1,17
"@nenshi #yyckidcount Southwood 31 :( but all were VERY polite!",FALSE,0,"nenshi",2014-11-01 02:29:19,FALSE,NA,"528373186451095552","33798654","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CarolYoungman",0,FALSE,FALSE,NA,NA,"528373186451095552","SOUTHWOOD",1,31
"96 in West Springs, just about to shut in down for the night #yyckidcount http://t.co/r6eDBfmBOL",FALSE,0,NA,2014-11-01 02:29:27,FALSE,NA,"528373220379217920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kwmoores",0,FALSE,FALSE,NA,NA,"528373220379217920","WEST SPRINGS",2,NA
"#yyckidcount 

Woodbine - 20",FALSE,0,NA,2014-11-01 02:29:30,FALSE,NA,"528373236435005440",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","russtynan",0,FALSE,FALSE,NA,NA,"528373236435005440","WOODBINE",1,20
"#yyckidcount A new record for us in Bowness, 44 kids!!",FALSE,0,NA,2014-11-01 02:29:39,FALSE,NA,"528373274078900224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jewel2gem",0,FALSE,FALSE,NA,NA,"528373274078900224","BOWNESS",1,44
"Final - 56 ""customers"" in Vista Heights, down about 20%.  Lights out! @nenshi #yyckidcount",FALSE,0,NA,2014-11-01 02:29:42,FALSE,NA,"528373283939713024",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","aawchoo",0,FALSE,FALSE,NA,NA,"528373283939713024","VISTA HEIGHTS",2,NA
"14 in Aspen Woods #yyckidcount",FALSE,0,NA,2014-11-01 02:30:06,FALSE,NA,"528373384875634690",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chubrick",0,FALSE,FALSE,NA,NA,"528373384875634690","ASPEN WOODS",1,14
"25 and counting Haysboro  #yyckidcount #yyc cc @nenshi",FALSE,0,NA,2014-11-01 02:30:28,FALSE,NA,"528373478257197056",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","ajproc",0,FALSE,FALSE,NA,NA,"528373478257197056","HAYSBORO",1,25
"@nenshi Glamorgan. 49 little (and some not so little) ghouls and ghosts. #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:30:37,FALSE,NA,"528373517621157889","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dubc80",0,FALSE,FALSE,NA,NA,"528373517621157889","GLAMORGAN",1,49
"We had a total of 27 in Renfrew!  #yyckidcount",FALSE,0,NA,2014-11-01 02:31:15,FALSE,NA,"528373673653469184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stillflukeman",0,FALSE,FALSE,NA,NA,"528373673653469184","RENFREW",1,27
"Only 8 kids tonight at our place in Coach Hill #yyckidcount",FALSE,0,NA,2014-11-01 02:31:34,FALSE,NA,"528373753609080833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stezsez",0,FALSE,FALSE,NA,NA,"528373753609080833","COACH HILL",1,8
"Up to 20 kids here in Brentwood!!! Big year!!! #yyckidcount",FALSE,1,NA,2014-11-01 02:31:50,FALSE,NA,"528373820621877248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jwiseman24",0,FALSE,FALSE,NA,NA,"528373820621877248","BRENTWOOD",1,20
"@nenshi only 11 kids in Silver Springs :( #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:31:51,FALSE,"528332800282619905","528373825134526464","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndyB1113",0,FALSE,FALSE,NA,NA,"528373825134526464","SILVER SPRINGS",1,11
"@nenshi West Citadel in NW got 25 kids tonight. 1 little girl tried to open the door and walk right in! Was hilarious!! #yyckidcount",FALSE,1,"nenshi",2014-11-01 02:32:05,FALSE,NA,"528373884618149888","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heathercoo",0,FALSE,FALSE,NA,NA,"528373884618149888","CITADEL",2,NA
"No more in 45 minutes so I shut it down. Final total in Windsor Park (basement suite so some don't see us) is 18. #yyckidcount",FALSE,0,NA,2014-11-01 02:32:48,FALSE,NA,"528374064809644032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Carabear_24",0,FALSE,FALSE,NA,NA,"528374064809644032","WINDSOR PARK",2,NA
"31 kids in Kingsland #yyckidcount",FALSE,0,NA,2014-11-01 02:32:51,FALSE,NA,"528374079574003712",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>","YerocJr",0,FALSE,FALSE,NA,NA,"528374079574003712","KINGSLAND",1,31
"@nenshi final tally for our Tuxedo Park home: 27. #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:33:11,FALSE,NA,"528374159651258368","33798654","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MadisonFarkas",0,FALSE,FALSE,NA,NA,"528374159651258368","TUXEDO PARK",1,27
"Our #yyckidcount so far is 84 in Coventry Hills. Time to shut it down before the 16 year olds take all my Reese's Pieces",FALSE,0,NA,2014-11-01 02:33:45,FALSE,NA,"528374305411719168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kelseyjarcher",0,FALSE,FALSE,NA,NA,"528374305411719168","COVENTRY HILLS",2,NA
"85 kids in Evanston. #yyckidcount",FALSE,0,NA,2014-11-01 02:34:32,FALSE,NA,"528374501864910848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","geoffreyyyc",0,FALSE,FALSE,NA,NA,"528374501864910848","EVANSTON",1,85
"#yyckidcount  we had 78 in Millrise.  Wonderful costumes this year and lots of fun!",FALSE,0,NA,2014-11-01 02:34:43,FALSE,NA,"528374547498926080",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","sdpolowick",0,FALSE,FALSE,NA,NA,"528374547498926080","MILLRISE",1,78
"#yyckidcount we are in Marlborough and by 8pm we had 188kids. We have turned off the lights just to eat the last few candies.",FALSE,0,NA,2014-11-01 02:34:51,FALSE,NA,"528374582307074048",NA,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume¬†for¬†Android</a>","amurstobbs",0,FALSE,FALSE,NA,NA,"528374582307074048","MARLBOROUGH",2,NA
"23 kids. Christie Park. About avg.  #yyckidcount",FALSE,0,NA,2014-11-01 02:35:05,FALSE,NA,"528374641669447681",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Lena1307",0,FALSE,FALSE,NA,NA,"528374641669447681","CHRISTIE PARK",1,23
"‚Äú@nenshi: Please tweet your neighbourhood name and the # of kids with #yyckidcount‚Äù Scenic Acres. Only 6",FALSE,0,"nenshi",2014-11-01 02:36:07,FALSE,"527861315331575808","528374898796658688","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OldHuskie",0,FALSE,FALSE,NA,NA,"528374898796658688","SCENIC ACRES",1,6
"16 kids - Silverado Townhomes #yyckidcount  @nenshi",FALSE,0,NA,2014-11-01 02:36:11,FALSE,NA,"528374915712700416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cmhayward",0,FALSE,FALSE,NA,NA,"528374915712700416","SILVERADO",1,16
"Blowing out the pumpkins now. Over 120 here in Tuscany. What an amazing evening! #yyckidcount #HappyHalloween",FALSE,1,NA,2014-11-01 02:36:41,FALSE,NA,"528375042280013825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bw_simmons",0,FALSE,FALSE,NA,NA,"528375042280013825","TUSCANY",1,120
"@nenshi only 13 in Rosscarrock. More Reese cups for me. #yyckidcount",FALSE,1,"nenshi",2014-11-01 02:37:33,FALSE,"527861315331575808","528375262313197569","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NicolleAmyotte",0,FALSE,FALSE,NA,NA,"528375262313197569","ROSSCARROCK",1,13
"#yyckidcount Brentwood 33 kids..including one ""not such a kid...""",FALSE,0,NA,2014-11-01 02:37:51,FALSE,NA,"528375335520591872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pammy3018",0,FALSE,FALSE,NA,NA,"528375335520591872","BRENTWOOD",1,33
"Mighta got to 20 in Riverbend. #yyckidcount #communitylifecycle",FALSE,0,NA,2014-11-01 02:38:20,FALSE,NA,"528375458132267009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","matt_sheldrake",0,FALSE,FALSE,NA,NA,"528375458132267009","RIVERBEND",1,20
"#yyckidcount 84 trick-or-treaters by 8.30pm in Rocky Ridge before we turned out porch lights to go walk the dog. #HappyHalloween",FALSE,0,NA,2014-11-01 02:38:24,FALSE,NA,"528375472871464960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","anitacoulson",0,FALSE,FALSE,NA,NA,"528375472871464960","ROCKY RIDGE",3,NA
"#yyckidcount 62 kids in New Brighton",FALSE,0,NA,2014-11-01 02:38:48,FALSE,NA,"528375576714027010",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nicole_Boulet",0,FALSE,FALSE,NA,NA,"528375576714027010","NEW BRIGHTON",1,62
"@nenshi Update on count - 99 kids in Tuscany and then we ran out of candy!  #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:39:08,FALSE,NA,"528375659790614528","33798654","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry¬Æ</a>","tdrach",0,FALSE,FALSE,NA,NA,"528375659790614528","TUSCANY",1,99
"30 trick-or-treaters tonight in Mount Pleasant. Happy Halloween! #yyckidcount",FALSE,0,NA,2014-11-01 02:39:30,FALSE,NA,"528375753021591553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carmenemorin",0,FALSE,FALSE,NA,NA,"528375753021591553","MOUNT PLEASANT",1,30
"88 in Sunalta #yyckidcount",FALSE,1,NA,2014-11-01 02:39:55,FALSE,NA,"528375855727529985",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kimberlyrondeau",0,FALSE,FALSE,NA,NA,"528375855727529985","SUNALTA",1,88
"Final #yyckidcount for us in east Sunnyside, 57. A slight increase over last year.",FALSE,1,NA,2014-11-01 02:39:59,FALSE,NA,"528375870810230784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BigtimeYYC",1,FALSE,FALSE,NA,NA,"528375870810230784","SUNNYSIDE",1,57
"Mayland Heights #yyckidcount is 56.  Almost double the normal average for our home!  Best costume: headless something...spooky...",FALSE,0,NA,2014-11-01 02:40:06,FALSE,NA,"528375902703722496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Northofdowntown",0,FALSE,FALSE,NA,NA,"528375902703722496","MAYLAND HEIGHTS",1,56
"36 kids in Windsor Park. Believe it or not, new record! #yyckidcount",FALSE,1,NA,2014-11-01 02:40:14,FALSE,NA,"528375937021542400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","frankiemaccal",0,FALSE,FALSE,NA,NA,"528375937021542400","WINDSOR PARK",1,36
"@nenshi In Deer Run, at 120. #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:40:52,FALSE,NA,"528376097046790145","33798654","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","M_Broadhurst",0,FALSE,FALSE,NA,NA,"528376097046790145","DEER RUN",1,120
"#yyckidcount 40 in Cougar Ridge. One boy said ""no thank you, I don't want these"" when we gave him a bag of Cheetos.",FALSE,0,NA,2014-11-01 02:40:53,FALSE,NA,"528376101161410560",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TaraArregoces",0,FALSE,FALSE,NA,NA,"528376101161410560","COUGAR RIDGE",1,40
"#yyckidcount 131 on Sackville drive in Southwood... Most ever.",FALSE,0,NA,2014-11-01 02:41:57,FALSE,NA,"528376369223192576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","psouthwood",0,FALSE,FALSE,NA,NA,"528376369223192576","SOUTHWOOD",1,131
"43 kids in Parkdale #yyckidcount",FALSE,0,NA,2014-11-01 02:42:20,FALSE,NA,"528376465788657668",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Notbrentbambury",0,FALSE,FALSE,NA,NA,"528376465788657668","PARKDALE",1,43
"@nenshi 69 #yyckidcount Prestwick Mckenzie towne",FALSE,0,"nenshi",2014-11-01 02:42:37,FALSE,NA,"528376534411665408","33798654","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mmg21daisy",0,FALSE,FALSE,NA,NA,"528376534411665408","MCKENZIE TOWNE",1,69
"90 kids at my place in Tuscany. #yyckidcount",FALSE,0,NA,2014-11-01 02:43:02,FALSE,NA,"528376639382884352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CKnight_ccsd",0,FALSE,FALSE,NA,NA,"528376639382884352","TUSCANY",1,90
"#yyckidcount #altadore @MardaLoopCA 
34",FALSE,1,"Zoey105",2014-11-01 02:43:31,FALSE,"528368999898157056","528376763030978560","25147417","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Zoey105",0,FALSE,FALSE,NA,NA,"528376763030978560","ALTADORE",1,34
"@nenshi 49 kids in Canyon Meadows #yyckidcount",FALSE,0,"nenshi",2014-11-01 02:43:45,FALSE,NA,"528376819121389569","33798654","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TonyHlede",0,FALSE,FALSE,NA,NA,"528376819121389569","CANYON MEADOWS",1,49
"Wrapping it at 178 with the #yyckidcount in Elboya. Always the best night of the year in the neighbourhood. @nenshi http://t.co/INaPVyqRdp",FALSE,2,NA,2014-11-01 02:44:06,FALSE,NA,"528376909475119104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jimbutton",0,FALSE,FALSE,"-114.07343863","51.01120759","528376909475119104","ELBOYA",1,178
"Only 11 in Scenic Acres :( #yyckidcount",FALSE,0,NA,2014-11-01 02:44:36,FALSE,NA,"528377034234286080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FidaKfida",0,FALSE,FALSE,NA,NA,"528377034234286080","SCENIC ACRES",1,11
"#yyckidcount 132 kids in evergreen",FALSE,0,NA,2014-11-01 02:45:03,FALSE,NA,"528377149128847360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","masoneight",0,FALSE,FALSE,NA,NA,"528377149128847360","EVERGREEN",1,132
"6 kids visited us this year on 31st Avenue SW in Erlton. That's 6 more than last year! #yyckidcount @M_KWAD http://t.co/hAF5HNH1K0",FALSE,0,NA,2014-11-01 02:45:22,FALSE,NA,"528377225842671616",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","nkwad",0,FALSE,FALSE,"-114.06217997","51.02616178","528377225842671616","ERLTON",6,NA
"Shawnessy #yyckidcount @nenshi we had 27 trick-or-treaters Ì†ºÌæÉ And only 1 Elsa! LOL",FALSE,0,NA,2014-11-01 02:45:36,FALSE,NA,"528377287201554434",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","sun7designs",0,FALSE,FALSE,NA,NA,"528377287201554434","SHAWNESSY",2,NA
"#yyckidcount Cranston 67 and counting",FALSE,0,NA,2014-11-01 02:46:03,FALSE,NA,"528377397683687425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yycbullock85",0,FALSE,FALSE,NA,NA,"528377397683687425","CRANSTON",1,67
"We had 28 goblins and ghouls in sundance #yyc on north side of sun valley Blvd. #yyckidcount #Halloween more than previous 4 yrs combined",FALSE,1,NA,2014-11-01 02:46:40,FALSE,NA,"528377554101481472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","newsmanbluesman",0,FALSE,FALSE,NA,NA,"528377554101481472","SUNDANCE",2,NA
"I barked at 31 kids tonight, new record. #Haysboro #yyckidcount #GIS",FALSE,4,NA,2014-11-01 02:46:45,FALSE,NA,"528377575815806977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KonaDawg",0,FALSE,FALSE,NA,NA,"528377575815806977","HAYSBORO",1,31
